X,Y,ID,CVE_ENT,CVE_MUN,CVE_LOC,NOMVIAL,TIPOVIAL,SENTIDO,NOMVIAL_2,TIPOVIAL_2,SENTIDO_2,freq,RANGO,ETIQUETA
-101.315374184227,19.6850222148792,17.000000000000000,"16","053","0473",Las Águilas,Calle,Dos sentidos,Las Águilas,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.316588397204,19.6850293531093,28.000000000000000,"16","053","0473",Los Cernícalos,Calle,Dos sentidos,Los Cernícalos,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.315237339545,19.6862931841681,29.000000000000000,"16","053","0473",Las Águilas,Calle,Dos sentidos,Las Águilas,Calle,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.164664213439,19.6522592455952,33.000000000000000,"16","053","0468",Paseo de las Águilas,Calle,Dos sentidos,Paseo de los Alces,Retorno,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.166502941665,19.6540783441955,41.000000000000000,"16","053","0468",Paseo de las Águilas,Calle,Dos sentidos,Cordillera de los Andes,Calle,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.117424504458,19.7023068052949,73.000000000000000,"16","053","0439",Paseo del Punhuato,Calle,Dos sentidos,Paseo del Punhuato,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.102825690006,19.7219388348775,74.000000000000000,"16","053","0439",Bosque de Álamos,Privada,Dos sentidos,Ninguno,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.115868207092,19.7183321609138,76.000000000000000,"16","053","0439",Tres Marías Norte,Circuito,Dos sentidos,Tres Marías Norte,Circuito,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.242044008777,19.6839417147598,127.000000000000000,"16","053","0306",Luz de Día,Calle,Dos sentidos,Río Grande de Morelia,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.246221600149,19.6786227697103,133.000000000000000,"16","053","0300",Ã?bano,Calle,Dos sentidos,Encino,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.330408367625,19.6885156858427,168.000000000000000,"16","053","0253",Calle de la Cañada,Calle,Dos sentidos,Lomas de la Maestranza Oriente,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.253738489928,19.6776006496353,234.000000000000000,"16","053","0130",San Juanito Itzícuaro,Avenida,Dos sentidos,Dalia,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.254274019548,19.6771755195601,235.000000000000000,"16","053","0130",San Juanito Itzícuaro,Avenida,Dos sentidos,J. Jesús Andrade,Calle,Dos sentidos,"4",2.000000000000000,Bajo (3-5)
-101.250592260374,19.6811015396981,237.000000000000000,"16","053","0130",San Juanito Itzícuaro,Avenida,Peatonal,San Juanito Itzícuaro,Avenida,Peatonal,"1",1.000000000000000,Muy bajo (1-2)
-101.239161490096,19.64255142025,264.000000000000000,"16","053","0086",San Cristóbal Ecatepec,Diagonal,Dos sentidos,San Cristóbal Ecatepec,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.180993539861,19.6566379403094,272.000000000000000,"16","053","0058",Amalia Solórzano (Avenida de las Torres),Avenida,Dos sentidos,Flor de Durazno,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.176302365561,19.6577753046381,273.000000000000000,"16","053","0058",Amalia Solórzano (Avenida de las Torres),Avenida,Dos sentidos,Manuel de la Parra,Calle,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.180479519841,19.6568161503301,274.000000000000000,"16","053","0058",Amalia Solórzano (Avenida de las Torres),Avenida,Dos sentidos,Jesús T. Acevedo,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.250386848467,19.7926861750884,282.000000000000000,"16","053","0057",José María Morelos,Calle,Dos sentidos,Lázaro Cárdenas,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.114101781597,19.7375382818711,301.000000000000000,"16","053","0032",Cerrada José María Morelos,Calle,Dos sentidos,Ignacio López Rayón,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.114794562031,19.7370471440675,302.000000000000000,"16","053","0032",Cerrada José María Morelos,Calle,Dos sentidos,José María Morelos,Calle,Dos sentidos,"6",4.000000000000000,Medio (6-10)
-101.307911800199,19.6794756597495,318.000000000000000,"16","053","0474",Avenida de la Cantera,Avenida,Un sentido,Avenida del Murano,Avenida,Un sentido,"2",1.000000000000000,Muy bajo (1-2)
-101.304601769789,19.6781767203646,326.000000000000000,"16","053","0474",Avenida de la Perla,Avenida,Un sentido,D,Circuito,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.304499229714,19.6787562199364,327.000000000000000,"16","053","0474",Avenida de la Perla,Avenida,Un sentido,Avenida de la Perla,Avenida,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.164701290361,19.6587830500206,374.000000000000000,"16","053","0495",Montaña Monarca,Avenida,Dos sentidos,Montaña Monarca,Avenida,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.167638089886,19.6560347516902,375.000000000000000,"16","053","0495",Montaña Monarca,Avenida,Dos sentidos,Montaña Monarca,Avenida,Dos sentidos,"10",4.000000000000000,Medio (6-10)
-101.309085720384,19.6733786497447,382.000000000000000,"16","053","0474",Avenida de la Cantera,Avenida,Un sentido,Avenida de los Metales,Avenida,Un sentido,"2",1.000000000000000,Muy bajo (1-2)
-101.308856030395,19.6747073796554,383.000000000000000,"16","053","0474",Avenida de la Cantera,Avenida,Un sentido,Avenida de la Cantera,Avenida,Un sentido,"2",1.000000000000000,Muy bajo (1-2)
-101.305633131223,19.6726721231834,386.000000000000000,"16","053","0474",Avenida de la Perla,Avenida,Un sentido,Avenida de la Perla,Avenida,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.305656539648,19.6723384599422,387.000000000000000,"16","053","0474",Avenida de la Perla,Avenida,Un sentido,Avenida de la Perla,Avenida,Un sentido,"2",1.000000000000000,Muy bajo (1-2)
-101.305465456481,19.6733933200146,390.000000000000000,"16","053","0474",Avenida de la Perla,Avenida,Un sentido,Avenida de la Perla,Avenida,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.305618480193,19.6727969499291,392.000000000000000,"16","053","0474",Avenida de la Perla,Avenida,Un sentido,Avenida de los Metales,Avenida,Un sentido,"2",1.000000000000000,Muy bajo (1-2)
-101.305457169938,19.6832472804443,406.000000000000000,"16","053","0474",Avenida de la Perla,Avenida,Un sentido,Avenida de la Cantera,Avenida,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.305582369892,19.6835390499578,407.000000000000000,"16","053","0474",Avenida de la Perla,Avenida,Un sentido,Avenida de la Perla,Avenida,Un sentido,"2",1.000000000000000,Muy bajo (1-2)
-101.306920489916,19.673030220312,413.000000000000000,"16","053","0474",Avenida de los Metales,Avenida,Un sentido,Avenida de los Metales,Avenida,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.303074849795,19.6844246604004,414.000000000000000,"16","053","0474",Avenida de la Cantera,Avenida,Un sentido,Avenida de la Cantera,Avenida,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.114690397568,19.703982931668,434.000000000000000,"16","053","0439",Tres Marías Norte,Circuito,Dos sentidos,Tres Marías,Avenida,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.110255082233,19.7110128117702,442.000000000000000,"16","053","0439",Tres Marías Norte,Circuito,Dos sentidos,Tres Marías Norte,Circuito,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.112527377039,19.70514405206,444.000000000000000,"16","053","0439",Tres Marías Sur,Circuito,Dos sentidos,Ninguno,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.331751060253,19.684965956845,475.000000000000000,"16","053","0253",Lomas de la Maestranza Poniente,Avenida,Dos sentidos,Lomas de la Maestranza Poniente,Avenida,Peatonal,"2",1.000000000000000,Muy bajo (1-2)
-101.331646800378,19.6846470470551,476.000000000000000,"16","053","0253",Lomas de la Maestranza Poniente,Avenida,Dos sentidos,Ninguno,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.277194465544,19.6517719813713,477.000000000000000,"16","053","0198",General Francisco J. Múgica,Calle,Dos sentidos,General Francisco J. Múgica,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.277222785615,19.6522627373983,478.000000000000000,"16","053","0198",General Francisco J. Múgica,Calle,Dos sentidos,4 de Octubre,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.279582799783,19.6461071102746,479.000000000000000,"16","053","0198",Axayacatl,Calle,Dos sentidos,Cointzio,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.117129918872,19.7355057329953,484.000000000000000,"16","053","0032",Martín Castrejón,Calle,Dos sentidos,Manuela Martínez Solorzano,Privada,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.107881483689,19.7376497172667,489.000000000000000,"16","053","0032",Pípila,Calle,Dos sentidos,Francisco I. Madero Oriente,Avenida,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.166662264959,19.7021059564362,517.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Avenida del Estudiante,Avenida,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.165734994818,19.7020218957714,518.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Ireri,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.180270617369,19.6781008118572,519.000000000000000,"16","053","0001",Giuseppe Verdi,Calle,Dos sentidos,Giuseppe Verdi,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.189162037182,19.6764646407449,522.000000000000000,"16","053","0001",Alcatraz C,Calle,Dos sentidos,José Juan Tablada,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.166390154697,19.7033644360381,527.000000000000000,"16","053","0001",Avenida del Estudiante,Avenida,Dos sentidos,Avenida del Estudiante,Avenida,Dos sentidos,"4",2.000000000000000,Bajo (3-5)
-101.166233384849,19.7040712064338,528.000000000000000,"16","053","0001",Avenida del Estudiante,Avenida,Dos sentidos,Avenida del Estudiante,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.166513585383,19.7027407759608,529.000000000000000,"16","053","0001",Avenida del Estudiante,Avenida,Dos sentidos,Avenida del Estudiante,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.165986849979,19.7051672644181,535.000000000000000,"16","053","0001",Avenida del Estudiante,Avenida,Dos sentidos,Curtidores de Teremendo,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.187564653094,19.6850266424084,547.000000000000000,"16","053","0001",Rey Tanganxoán,Calle,Dos sentidos,Fraccionamiento Tanganxoán,Privada,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.16449126693,19.6883805836913,549.000000000000000,"16","053","0001",Francisco Ortiz Rubio (Gobernador),Calle,Un sentido,García de León,Boulevard,Un sentido,"3",2.000000000000000,Bajo (3-5)
-101.202230250214,19.6571331401565,551.000000000000000,"16","053","0001",La Joya (José Trinidad Guido),Avenida,Dos sentidos,Paseo de las Lomas,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.184122702057,19.732878152951,557.000000000000000,"16","053","0001",Isaac Calderón (Avenida Oscar Chávez),Calle,Dos sentidos,Isaac Calderón (Avenida Oscar Chávez),Calle,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.158728096246,19.6865142223984,562.000000000000000,"16","053","0001",Avenida del Campestre,Avenida,Dos sentidos,Avenida del Campestre,Avenida,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.158829203947,19.6869969748922,564.000000000000000,"16","053","0001",Avenida del Campestre,Avenida,Dos sentidos,Avenida del Campestre,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.158903549658,19.6875337098332,566.000000000000000,"16","053","0001",Avenida del Campestre,Avenida,Dos sentidos,Avenida del Campestre,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.159054659654,19.6877592901038,567.000000000000000,"16","053","0001",Avenida del Campestre,Avenida,Dos sentidos,Periférico Paseo de la República (Sector Nueva España) (Avenida Camelinas),Circuito,Un sentido,"5",2.000000000000000,Bajo (3-5)
-101.164884465295,19.7019311863249,569.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Tzintzuntzan,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.163947815454,19.7018350356322,570.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.163495280325,19.7017815940105,571.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.162511830246,19.7021456042441,572.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.162996450287,19.7019608041556,573.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.162706999097,19.7062985672747,575.000000000000000,"16","053","0001",Ingenieros Mecánicos,Calle,Dos sentidos,Periférico Paseo de la República (Sector Nueva España),Circuito,Un sentido,"6",4.000000000000000,Medio (6-10)
-101.16413179282,19.7059905308963,576.000000000000000,"16","053","0001",Ingenieros Mecánicos,Calle,Dos sentidos,Mil Cumbres,Prolongación,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.185191359888,19.6922574526555,578.000000000000000,"16","053","0001",Laguna de Términos,Calle,Un sentido,Laguna de Términos,Calle,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.185852051804,19.6951707239088,581.000000000000000,"16","053","0001",Lázaro Cárdenas (General),Avenida,Dos sentidos,Lázaro Cárdenas (General),Avenida,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.185041012118,19.6949163841556,582.000000000000000,"16","053","0001",Lázaro Cárdenas (General),Avenida,Dos sentidos,Lázaro Cárdenas (General),Avenida,Dos sentidos,"4",2.000000000000000,Bajo (3-5)
-101.171463300425,19.6942307413978,583.000000000000000,"16","053","0001",Lázaro Cárdenas (General),Avenida,Dos sentidos,Lázaro Cárdenas (General),Avenida,Dos sentidos,"11",6.000000000000000,Alto (11-20)
-101.170433644305,19.6944623965978,584.000000000000000,"16","053","0001",Lázaro Cárdenas (General),Avenida,Dos sentidos,Lázaro Cárdenas (General),Avenida,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.161224710016,19.7026647436564,586.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.160056259755,19.703121403991,587.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.160450830075,19.7029674944264,588.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.177242730442,19.7031742218461,591.000000000000000,"16","053","0001",Fray Pedro de Gante,Calle,Un sentido,Virrey Antonio De Bucareli,Calle,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.177539354782,19.7024950812071,592.000000000000000,"16","053","0001",Fray Pedro de Gante,Calle,Un sentido,Fray Pedro de Gante,Calle,Un sentido,"2",1.000000000000000,Muy bajo (1-2)
-101.170010600024,19.7050005736807,597.000000000000000,"16","053","0001",Músicos de Tiríndaro,Calle,Dos sentidos,Músicos de Tiríndaro,Calle,Dos sentidos,"4",2.000000000000000,Bajo (3-5)
-101.158451845705,19.6985422802647,600.000000000000000,"16","053","0001",Jantetelco (Luz García de Campillo Sáenz),Calle,Dos sentidos,Acatita de Baján,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.14269709041,19.7250953101434,601.000000000000000,"16","053","0001",Cinco,Retorno,Un sentido,Francisco I. Madero Oriente,Avenida,Dos sentidos,"8",4.000000000000000,Medio (6-10)
-101.166477189535,19.7081823979148,604.000000000000000,"16","053","0001",Fernando Altamirano (Décimo Tercer Alcalde Mayor),Calle,Dos sentidos,Juan Farfán de Elizarraras (Sexto Alcalde Mayor),Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.171749853014,19.6874625421841,607.000000000000000,"16","053","0001",José María Mendoza Pardo (Gobernador Licenciado),Calle,Dos sentidos,José María Mendoza Pardo (Gobernador Licenciado),Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.171495393443,19.6885660023847,608.000000000000000,"16","053","0001",José María Mendoza Pardo (Gobernador Licenciado),Calle,Dos sentidos,José María Mendoza Pardo (Gobernador Licenciado),Calle,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.199005517292,19.6681563306986,615.000000000000000,"16","053","0001",Gobernador Licenciado José Trinidad Guido (La Joya),Avenida,Dos sentidos,Gobernador Licenciado José Trinidad Guido (La Joya),Avenida,Dos sentidos,"4",2.000000000000000,Bajo (3-5)
-101.182781872365,19.6953791239934,617.000000000000000,"16","053","0001",Primera A de Gertrudis Bocanegra,Privada,Dos sentidos,Gertrudis Bocanegra,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.182051502408,19.6940069538089,618.000000000000000,"16","053","0001",Lázaro Cárdenas (General),Avenida,Dos sentidos,Lázaro Cárdenas (General),Avenida,Dos sentidos,"5",2.000000000000000,Bajo (3-5)
-101.195073361662,19.6776388160798,620.000000000000000,"16","053","0001",Inchátiro,Calle,Dos sentidos,Inchátiro,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.195013251087,19.6784492903546,622.000000000000000,"16","053","0001",Inchátiro,Calle,Dos sentidos,Zirán Zirán Cámaro,Calle,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.194230320449,19.6784596976139,623.000000000000000,"16","053","0001",Zirán Zirán Cámaro,Calle,Dos sentidos,Zirán Zirán Cámaro,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.195918643735,19.678489842601,624.000000000000000,"16","053","0001",Zirán Zirán Cámaro,Calle,Dos sentidos,Zirán Zirán Cámaro,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.194474026904,19.6632216212888,626.000000000000000,"16","053","0001",Andador 1 Soto y Gama,Andador,Un sentido,Andador 1 Soto y Gama,Andador,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.169035002524,19.6875551156476,628.000000000000000,"16","053","0001",Juan Manuel González Ureña (Gobernador),Privada,Dos sentidos,Juan Manuel González Ureña (Gobernador),Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.169175541863,19.6869027671598,631.000000000000000,"16","053","0001",Juan Manuel González Ureña (Gobernador),Calle,Dos sentidos,Juan Manuel González Ureña (Gobernador),Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.147029430399,19.6942074302659,637.000000000000000,"16","053","0001",Calle Real Mil Cumbres,Privada,Dos sentidos,Acueducto (Salida a Mil Cumbres),Avenida,Dos sentidos,"7",4.000000000000000,Medio (6-10)
-101.172969211149,19.6820133040846,653.000000000000000,"16","053","0001",Doctor Salvador Aceves,Retorno,Un sentido,Periférico Paseo de la República (Sector Nueva España),Circuito,Un sentido,"4",2.000000000000000,Bajo (3-5)
-101.199197139805,19.6875888604473,660.000000000000000,"16","053","0001",Licenciado Alberto Alvarado,Calle,Dos sentidos,Portugal,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.199171969555,19.6881144000129,661.000000000000000,"16","053","0001",Licenciado Alberto Alvarado,Calle,Dos sentidos,Francia,Privada,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.173760770266,19.7027259235862,662.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"10",4.000000000000000,Medio (6-10)
-101.174667460054,19.7028067542536,663.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"5",2.000000000000000,Bajo (3-5)
-101.172850229687,19.7026550238578,664.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"5",2.000000000000000,Bajo (3-5)
-101.17162783023,19.7025385939399,665.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.171950429888,19.7025707443675,666.000000000000000,"16","053","0001",Virrey Antonio De Bucareli,Calle,Dos sentidos,Virrey Antonio De Bucareli,Calle,Dos sentidos,"7",4.000000000000000,Medio (6-10)
-101.186270787853,19.6585979286946,675.000000000000000,"16","053","0001",Valle de Puruándiro (Capire),Calle,Dos sentidos,Valle de Puruándiro (Capire),Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.175031473663,19.6933682323616,682.000000000000000,"16","053","0001",Lázaro Cárdenas (General),Avenida,Dos sentidos,Lázaro Cárdenas (General),Avenida,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.175707044476,19.6932095123351,683.000000000000000,"16","053","0001",Lázaro Cárdenas (General),Avenida,Dos sentidos,Sargento Manuel de la Rosa,Calle,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.174330529788,19.6935235112908,684.000000000000000,"16","053","0001",Lázaro Cárdenas (General),Avenida,Dos sentidos,Juan Escutia,Calle,Un sentido,"3",2.000000000000000,Bajo (3-5)
-101.187185052138,19.6956066044194,686.000000000000000,"16","053","0001",Manuel Tolsá,Calle,Dos sentidos,Lázaro Cárdenas (General),Avenida,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
-101.185952226595,19.6683034708814,697.000000000000000,"16","053","0001",Privada de Ramón López Velarde,Privada,Dos sentidos,Privada de Ramón López Velarde,Privada,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.188633196552,19.6761458714256,699.000000000000000,"16","053","0001",Primera Privada de J. J. Tablada,Privada,Dos sentidos,Primera Privada de J. J. Tablada,Privada,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.188638007166,19.6763842210251,700.000000000000000,"16","053","0001",Primera Privada de J. J. Tablada,Privada,Dos sentidos,José Juan Tablada,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.199539684563,19.6680056633098,701.000000000000000,"16","053","0001",Capire,Calle,Dos sentidos,Capire,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.192573605958,19.6903627007343,704.000000000000000,"16","053","0001",Jarácuaro,Calle,Dos sentidos,Rey Tariácuri,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.171772619639,19.7392343700843,705.000000000000000,"16","053","0001",Camilo Velázquez Díaz,Calle,Dos sentidos,Camilo Velázquez Díaz,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.188904761959,19.7028530636808,707.000000000000000,"16","053","0001",Fray Juan de San Miguel,Calle,Dos sentidos,Francisco I. Madero Oriente,Avenida,Dos sentidos,"12",6.000000000000000,Alto (11-20)
-101.188960592185,19.7020302941311,708.000000000000000,"16","053","0001",Fray Juan de San Miguel,Calle,Dos sentidos,Bartolomé de las Casas,Calle,Un sentido,"2",1.000000000000000,Muy bajo (1-2)
-101.158557019946,19.6849303204059,709.000000000000000,"16","053","0001",Avenida del Campestre,Avenida,Dos sentidos,Avenida del Campestre,Avenida,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.1513332206,19.6973559363845,711.000000000000000,"16","053","0001",Periférico Paseo de la República (Sector Nueva España),Circuito,Un sentido,Periférico Paseo de la República (Sector Nueva España),Circuito,Un sentido,"1",1.000000000000000,Muy bajo (1-2)
-101.150843500635,19.6969967364112,712.000000000000000,"16","053","0001",Periférico Paseo de la República (Sector Nueva España),Circuito,Un sentido,Periférico Paseo de la República (Sector Nueva España),Circuito,Un sentido,"3",2.000000000000000,Bajo (3-5)
-101.16060204987,19.7001922842181,723.000000000000000,"16","053","0001",Zacán,Calle,Dos sentidos,Peribán,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.159991940275,19.6976814244492,724.000000000000000,"16","053","0001",Avenida del Maestro,Avenida,Dos sentidos,Avenida del Maestro,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.159353449671,19.6976296641336,725.000000000000000,"16","053","0001",Avenida del Maestro,Avenida,Dos sentidos,Combate de Ixtlahuaca,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.162641399567,19.6864142051689,732.000000000000000,"16","053","0001",Privada de Avenida Camelinas,Privada,Dos sentidos,Periférico Paseo de la República (Sector Nueva España) (Avenida Camelinas),Circuito,Un sentido,"6",4.000000000000000,Medio (6-10)
-101.157701149566,19.7012549535809,733.000000000000000,"16","053","0001",Retorno de Pinzándaro,Retorno,Un sentido,Privada de Pinzándaro,Privada,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.166807170114,19.7015383539635,736.000000000000000,"16","053","0001",Avenida del Estudiante,Avenida,Dos sentidos,Tzaráracua,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.167226450445,19.6994329537811,738.000000000000000,"16","053","0001",Avenida del Estudiante,Avenida,Dos sentidos,Avenida del Estudiante,Avenida,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.167353029608,19.6987960240513,740.000000000000000,"16","053","0001",Avenida del Estudiante,Avenida,Dos sentidos,Avenida del Estudiante,Avenida,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.158632890022,19.6877108303378,751.000000000000000,"16","053","0001",Avenida del Campestre,Avenida,Dos sentidos,Periférico Paseo de la República (Sector Nueva España) (Avenida Camelinas),Circuito,Un sentido,"8",4.000000000000000,Medio (6-10)
-101.189463237813,19.686908748874,757.000000000000000,"16","053","0001",Tecuén,Calle,Dos sentidos,Tecuén,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.189436658065,19.6875253469924,759.000000000000000,"16","053","0001",Tecuén,Calle,Dos sentidos,Tecuén,Calle,Dos sentidos,"2",1.000000000000000,Muy bajo (1-2)
-101.189401897999,19.6881960072384,761.000000000000000,"16","053","0001",Tecuén,Calle,Dos sentidos,Tecuén,Calle,Dos sentidos,"1",1.000000000000000,Muy bajo (1-2)
-101.181488967307,19.6806445719631,767.000000000000000,"16","053","0001",Federico Chopin,Calle,Dos sentidos,Ludwig van Beethoven,Calle,Un sentido,"5",2.000000000000000,Bajo (3-5)
-101.180203106603,19.6807046020988,768.000000000000000,"16","053","0001",Federico Chopin,Calle,Dos sentidos,Federico Chopin,Calle,Dos sentidos,"3",2.000000000000000,Bajo (3-5)
